l1,l2,clust,prec,rec,bits,n_nodes,graph,mech,eps
16.23197014300473,16.685757584377765,0.055927757322361056,0.0,0.0,250000,500,BA,OUE,1.0
13.989009691898557,14.019001111349976,0.5033510711510718,0.0,0.0,250000,500,WS,OUE,1.0
245.17600000000004,245.18603581770313,0.863496357436099,0.009746938775508614,0.48774509803523086,4500,500,ER,HR,1.0
244.01600000000002,244.11218519361137,0.812194414732598,0.010949152542371027,0.4332662642492739,4500,500,BA,HR,1.0
240.06399999999996,240.0657495270827,0.3704004801442874,0.019935483870964527,0.4943999999980224,4500,500,WS,HR,1.0
6.453242456862633,8.0554440546103,0.04540176711379283,0.024532710280302183,0.06868356500352671,446634,500,ER,SRR,1.0
7.317161123459553,10.259301714076102,0.0009464935874153799,0.03084982537825713,0.07114093959683798,446634,500,BA,SRR,1.0
9.442300432950283,11.047102883597095,0.4476332149786521,0.05084745762697258,0.07082833133224958,446634,500,WS,SRR,1.0
18.336982112951052,18.47068209381253,0.008789177489177489,0.0,0.0,272000,500,ER,BOUE,1.0
18.53040314634449,18.92347455513362,0.055927757322361056,0.0,0.0,272000,500,BA,BOUE,1.0
17.20822727139835,17.232616917464913,0.5033510711510718,0.0,0.0,272000,500,WS,BOUE,1.0
58.21800000000003,58.26024981065564,0.008789177489177489,0.0,0.0,250000,500,ER,RR,2.0
57.95037599999999,58.34574592890213,0.055927757322361056,0.0,0.0,250000,500,BA,RR,2.0
56.918,56.925378558249385,0.5033510711510718,0.0,0.0,250000,500,WS,RR,2.0
6.3305775497367165,6.69914532323898,0.008789177489177489,0.0,0.0,250000,500,ER,OUE,2.0
7.996791034143031,9.276424494866959,0.055927757322361056,0.0,0.0,250000,500,BA,OUE,2.0
5.019350269785774,5.102340358188439,0.5033510711510718,0.0,0.0,250000,500,WS,OUE,2.0
245.18799999999996,245.19803532654987,0.8593329945657806,0.009847624536007417,0.47506132460772643,4500,500,ER,HR,2.0
243.996,244.09219307466594,0.8158775400193132,0.010869030639844773,0.4449664429500338,4500,500,BA,HR,2.0
240.076,240.07774943963463,0.3670394931099842,0.01995020746887636,0.4807999999980768,4500,500,WS,HR,2.0
4.716696720119651,5.5941482769524775,0.018665434323084096,0.06421446383999867,0.08415032679669812,446634,500,ER,SRR,2.0
5.634622550570277,8.446622499089688,0.028333271977085142,0.07995079950750339,0.08724832214706546,446634,500,BA,SRR,2.0
8.824462905460601,9.356709660703094,0.4748330044547523,0.127859237535907,0.08719999999965121,446634,500,WS,SRR,2.0
4.070601291822597,4.5259254999255445,0.008789177489177489,0.0,0.0,272000,500,ER,BOUE,2.0
5.824116624434628,7.758530411255547,0.055927757322361056,0.0,0.0,272000,500,BA,BOUE,2.0
2.4061513030062462,2.5725654032961587,0.5033510711510718,0.0,0.0,272000,500,WS,BOUE,2.0
